1546357500: SHORT 0.00 1.00 LONG:0.00 SHORT:1.00
1546358400: SHORT 0.00 1.00 LONG:0.00 SHORT:1.00
1546359300: LONG -0.00 1.00 LONG:1.00 SHORT:0.00
1546360200: SHORT -0.00 1.00 LONG:0.00 SHORT:1.00
1546361100: LONG -0.00 1.00 LONG:1.00 SHORT:0.00
1546362000: LONG -0.00 1.00 LONG:1.00 SHORT:0.00
1546362900: LONG -0.00 1.00 LONG:1.00 SHORT:0.00
1546363800: LONG -0.00 1.00 LONG:1.00 SHORT:0.00
1546364700: LONG -0.00 1.00 LONG:1.00 SHORT:0.00
1546365600: LONG -0.00 1.00 LONG:1.00 SHORT:0.00
1546366500: LONG -0.00 1.00 LONG:1.00 SHORT:0.00
1546367400: LONG -0.00 1.00 LONG:1.00 SHORT:0.00
1546368300: LONG -0.00 0.99 LONG:1.00 SHORT:0.00
1546369200: SHORT -0.08 1.00 LONG:0.00 SHORT:1.00
1546370100: LONG -0.08 1.00 LONG:1.00 SHORT:0.00
1546371000: LONG -0.08 1.00 LONG:1.00 SHORT:0.00
1546371900: LONG -0.08 1.00 LONG:1.00 SHORT:0.00
1546372800: SHORT -0.07 1.01 LONG:0.00 SHORT:1.00
1546373700: LONG -0.07 1.01 LONG:1.00 SHORT:0.00
1546374600: LONG -0.07 1.01 LONG:1.00 SHORT:0.00
1546375500: LONG -0.07 1.01 LONG:1.00 SHORT:0.00
1546376400: LONG -0.07 1.01 LONG:1.00 SHORT:0.00
1546377300: SHORT -0.06 1.01 LONG:0.00 SHORT:1.00
1546378200: LONG -0.06 1.01 LONG:1.00 SHORT:0.00
1546379100: LONG -0.06 1.01 LONG:1.00 SHORT:0.00
1546380000: LONG -0.06 1.01 LONG:1.00 SHORT:0.00
1546380900: LONG -0.06 1.01 LONG:1.00 SHORT:0.00
1546381800: LONG -0.06 1.01 LONG:1.00 SHORT:0.00
1546382700: LONG -0.06 1.01 LONG:1.00 SHORT:0.00
1546383600: LONG -0.06 1.01 LONG:1.00 SHORT:0.00
1546384500: LONG -0.06 1.01 LONG:1.00 SHORT:0.00
1546385400: SHORT -0.01 1.03 LONG:0.00 SHORT:1.00
1546386300: LONG -0.03 1.03 LONG:1.00 SHORT:0.00
1546387200: LONG -0.03 1.03 LONG:1.00 SHORT:0.00
1546388100: SHORT -0.03 1.03 LONG:0.00 SHORT:1.00
1546389000: LONG -0.03 1.03 LONG:1.00 SHORT:0.00
1546389900: LONG -0.03 1.03 LONG:1.00 SHORT:0.00
1546390800: LONG -0.03 1.03 LONG:1.00 SHORT:0.00
1546391700: LONG -0.03 1.03 LONG:1.00 SHORT:0.00
1546392600: LONG -0.03 1.03 LONG:1.00 SHORT:0.00
1546393500: SHORT -0.02 1.03 LONG:0.00 SHORT:1.00
1546394400: SHORT -0.02 1.02 LONG:0.00 SHORT:1.00
1546395300: LONG -0.01 1.02 LONG:1.00 SHORT:0.00
1546396200: LONG -0.01 1.03 LONG:1.00 SHORT:0.00
1546397100: LONG -0.01 1.03 LONG:1.00 SHORT:0.00
1546398000: LONG -0.01 1.03 LONG:1.00 SHORT:0.00
1546398900: LONG -0.01 1.03 LONG:1.00 SHORT:0.00
1546399800: LONG -0.01 1.03 LONG:1.00 SHORT:0.00
1546400700: SHORT 0.00 1.03 LONG:0.00 SHORT:1.00
1546401600: SHORT 0.00 1.03 LONG:0.00 SHORT:1.00
1546402500: LONG 0.01 1.02 LONG:1.00 SHORT:0.00
1546403400: LONG 0.01 1.02 LONG:1.00 SHORT:0.00
1546404300: LONG 0.01 1.02 LONG:1.00 SHORT:0.00
1546405200: LONG 0.01 1.02 LONG:1.00 SHORT:0.00
1546406100: LONG 0.01 1.02 LONG:1.00 SHORT:0.00
1546407000: LONG 0.01 1.02 LONG:1.00 SHORT:0.00
1546407900: LONG 0.01 1.02 LONG:1.00 SHORT:0.00
1546408800: LONG 0.01 1.03 LONG:1.00 SHORT:0.00
1546409700: SHORT 0.01 1.02 LONG:0.00 SHORT:1.00
1546410600: SHORT 0.01 1.03 LONG:0.00 SHORT:1.00
1546411500: LONG 0.01 1.02 LONG:1.00 SHORT:0.00
1546412400: SHORT 0.01 1.02 LONG:0.00 SHORT:1.00
1546413300: SHORT 0.01 1.02 LONG:0.00 SHORT:1.00
1546414200: LONG -0.00 1.02 LONG:1.00 SHORT:0.00
1546415100: SHORT -0.00 1.03 LONG:0.00 SHORT:1.00
1546416000: LONG -0.01 1.02 LONG:1.00 SHORT:0.00
1546416900: SHORT -0.01 1.03 LONG:0.00 SHORT:1.00
1546417800: LONG -0.01 1.03 LONG:1.00 SHORT:0.00
1546418700: LONG -0.01 1.03 LONG:1.00 SHORT:0.00
1546419600: LONG -0.01 1.03 LONG:1.00 SHORT:0.00
1546420500: LONG -0.01 1.03 LONG:1.00 SHORT:0.00
1546421400: LONG -0.01 1.03 LONG:1.00 SHORT:0.00
1546422300: LONG -0.01 1.03 LONG:1.00 SHORT:0.00
1546423200: LONG -0.01 1.03 LONG:1.00 SHORT:0.00
1546424100: SHORT -0.02 1.03 LONG:0.00 SHORT:1.00
1546425000: SHORT -0.02 1.03 LONG:0.00 SHORT:1.00
1546425900: SHORT -0.02 1.03 LONG:0.00 SHORT:1.00
1546426800: LONG -0.02 1.03 LONG:1.00 SHORT:0.00
1546427700: SHORT -0.02 1.03 LONG:0.00 SHORT:1.00
1546428600: LONG -0.02 1.03 LONG:1.00 SHORT:0.00
1546429500: LONG -0.02 1.03 LONG:1.00 SHORT:0.00
1546430400: LONG -0.02 1.03 LONG:1.00 SHORT:0.00
1546431300: LONG -0.02 1.03 LONG:1.00 SHORT:0.00
1546432200: SHORT -0.02 1.03 LONG:0.00 SHORT:1.00
1546433100: LONG -0.02 1.03 LONG:1.00 SHORT:0.00
1546434000: LONG -0.02 1.03 LONG:1.00 SHORT:0.00
1546434900: LONG -0.02 1.03 LONG:1.00 SHORT:0.00
1546435800: LONG -0.02 1.03 LONG:1.00 SHORT:0.00
1546436700: SHORT -0.00 1.04 LONG:0.00 SHORT:1.00
1546437600: LONG -0.00 1.04 LONG:1.00 SHORT:0.00
1546438500: LONG -0.00 1.03 LONG:1.00 SHORT:0.00
1546439400: LONG -0.00 1.04 LONG:1.00 SHORT:0.00
1546440300: SHORT -0.01 1.03 LONG:0.00 SHORT:1.00
1546441200: LONG -0.01 1.04 LONG:1.00 SHORT:0.00
1546442100: LONG -0.01 1.03 LONG:1.00 SHORT:0.00
1546443000: SHORT -0.01 1.03 LONG:0.00 SHORT:1.00
1546443900: LONG -0.01 1.03 LONG:1.00 SHORT:0.00
1546444800: LONG -0.01 1.03 LONG:1.00 SHORT:0.00
1546445700: LONG -0.01 1.03 LONG:1.00 SHORT:0.00
1546446600: SHORT -0.01 1.04 LONG:0.00 SHORT:1.00
1546447500: LONG -0.01 1.04 LONG:1.00 SHORT:0.00
1546448400: SHORT -0.00 1.04 LONG:0.00 SHORT:1.00
1546449300: SHORT -0.00 1.04 LONG:0.00 SHORT:1.00
1546450200: LONG 0.00 1.04 LONG:1.00 SHORT:0.00
1546451100: LONG 0.00 1.04 LONG:1.00 SHORT:0.00
1546452000: LONG 0.00 1.04 LONG:1.00 SHORT:0.00
1546452900: LONG 0.00 1.04 LONG:1.00 SHORT:0.00
1546453800: LONG 0.00 1.04 LONG:1.00 SHORT:0.00
1546454700: LONG 0.00 1.04 LONG:1.00 SHORT:0.00
1546455600: SHORT -0.00 1.04 LONG:0.00 SHORT:1.00
1546456500: SHORT -0.00 1.04 LONG:0.00 SHORT:1.00
1546457400: LONG -0.00 1.03 LONG:1.00 SHORT:0.00
1546458300: LONG -0.00 1.04 LONG:1.00 SHORT:0.00
1546459200: LONG -0.00 1.04 LONG:1.00 SHORT:0.00
1546460100: LONG -0.00 1.04 LONG:1.00 SHORT:0.00
1546461000: LONG -0.00 1.04 LONG:1.00 SHORT:0.00
1546461900: LONG -0.00 1.04 LONG:1.00 SHORT:0.00
1546462800: LONG -0.00 1.05 LONG:1.00 SHORT:0.00
