1514892600,"(13550.1272793, 13400.5091172, 13524.80958873, 1140174.0977602)"
1514894400,"(13635.47896353, 13497.80958888, 13590.00000003, 1128013.3931089)"
1514896200,"(13608.02894569, 13489.32978823, 13579.79748722, 1424090.0886843)"
1514898000,"(13830.00000003, 13507.71326684, 13780.39527325, 3124767.3595142)"
1514899800,"(13998.00000014, 13753.43800004, 13953.31939007, 2762699.6107647)"
1514901600,"(13977.319379, 13771.679014, 13867.67901409, 1949099.5375865)"
1514903400,"(13889.0, 13730.67901416, 13799.99999994, 1673256.2703634)"
1514905200,"(13826.679014, 13650.0, 13659.99999999, 1329098.8764777)"
1514907000,"(13780.70012699, 13583.0, 13735.5795016, 1708815.6065155)"
1514908800,"(13899.24556068, 13715.27411687, 13831.03367883, 1705882.1782285)"
1514910600,"(13873.15704415, 13614.31888564, 13685.57306255, 1148647.4200947)"
1514912400,"(13800.0, 13609.84896185, 13785.18027619, 2445480.1905082)"
1514914200,"(13893.7300001, 13711.53000001, 13890.99999977, 2125788.2793173)"
1514916000,"(14500.0, 13859.2542573, 14426.56492652, 5541384.1467716)"
1514917800,"(15000.51392825, 14408.57687115, 14671.7999996, 10841012.399604)"
1514919600,"(15325.0, 14574.37357677, 15189.58990879, 7112566.6502988)"
1514921400,"(15189.58990876, 14750.83378812, 14831.65720003, 5559362.6386018)"
1514923200,"(15249.39470132, 14820.0000004, 15183.0, 3595053.0008305)"
1514925000,"(15195.12378057, 14814.25616328, 14850.00000096, 3237254.2542663)"
1514926800,"(15016.00004997, 14720.27338127, 14720.27338127, 2024181.1054049)"
1514928600,"(14879.51034499, 14720.27338127, 14772.29481431, 2255937.567648)"
1514930400,"(15050.70607237, 14772.29481431, 14950.1, 1897799.5745644)"
1514932200,"(14986.08843086, 14791.28022437, 14843.16539392, 1122186.6586851)"
1514934000,"(14839.99999996, 14000.67705648, 14709.99999998, 4885410.207192)"
1514935800,"(14900.0, 14599.28795497, 14738.00000001, 1742504.0953655)"
1514937600,"(14987.10000001, 14702.37000016, 14876.0719999, 2137478.3996416)"
1514939400,"(14904.0, 14710.41532509, 14799.38832409, 1418494.6760009)"
1514941200,"(14875.33645432, 14700.0, 14781.5502499, 1466711.5514195)"
1514943000,"(14892.68623509, 14674.10136356, 14789.74700007, 2148663.3696206)"
1514944800,"(14850.4349048, 14617.85128976, 14845.99999994, 2618556.9419063)"
1514946600,"(15190.43782802, 14771.2971249, 15024.0, 3087504.1280907)"
1514948400,"(15280.0, 15020.0, 15156.0798035, 2633162.2098434)"
1514950200,"(15172.6468398, 14807.00647178, 14820.26932, 2028619.3465943)"
1514952000,"(15092.59253922, 14820.0, 15044.50000019, 1401881.1147615)"
1514953800,"(15190.99999999, 15035.45111265, 15068.99999999, 1653249.2502167)"
1514955600,"(15150.0, 15000.00000001, 15123.0, 828100.15781645)"
1514957400,"(15176.22033883, 15050.72501581, 15119.96969909, 1129060.1065257)"
1514959200,"(15159.777777, 15050.0, 15080.0, 1199866.915284)"
1514961000,"(15393.00000002, 15063.40000079, 15393.00000002, 1797687.3168501)"
1514962800,"(15440.725015, 15303.10000001, 15333.19999989, 1414437.329134)"
1514964600,"(15429.99999996, 15223.12694671, 15249.12694704, 2486890.5759865)"
1514966400,"(15300.56347375, 15054.59484262, 15095.51279983, 2074168.2270095)"
1514968200,"(15267.99999989, 15050.0, 15119.99999986, 2525525.7333794)"
1514970000,"(15123.55821915, 14699.96155376, 14850.69784094, 3227421.7860704)"
1514971800,"(14991.47399053, 14691.16150769, 14774.0, 3322342.4071007)"
1514973600,"(14924.56672406, 14476.14012492, 14620.00000007, 4527348.3465915)"
1514975400,"(14750.25959049, 14556.0, 14668.99999977, 2654202.9022187)"
1514977200,"(14810.0, 14617.0, 14667.99999922, 2012350.449937)"
1514979000,"(14874.99999973, 14625.00000011, 14869.99999841, 1879678.6655793)"
1514980800,"(14902.0118291, 14756.95928219, 14800.63581004, 1772163.3883395)"
1514982600,"(14829.64335988, 14534.79675245, 14564.36207735, 1693852.655317)"
1514984400,"(14779.99999999, 14552.27, 14752.54941487, 1876270.0245554)"
1514986200,"(14959.53277541, 14730.00000002, 14888.01000047, 1742884.1817594)"
1514988000,"(15053.24871817, 14851.0, 15040.0, 2476262.9837187)"
1514989800,"(15054.62005272, 14795.69832447, 14814.77232556, 3187138.389445)"
1514991600,"(15071.71933403, 14715.68149792, 15001.00000015, 3847825.3389686)"
1514993400,"(15128.87968334, 14935.18, 15076.29546095, 3348245.0054806)"
1514995200,"(15217.97710163, 15046.53049638, 15172.96321856, 2403259.2462978)"
1514997000,"(15157.13349822, 15000.00000005, 15106.80799127, 2005651.5972111)"
1514998800,"(15131.29676093, 14969.00000004, 15097.54344997, 1611684.5014785)"
1515000600,"(15092.65344478, 14887.0, 14900.0, 2006440.8527599)"
1515002400,"(14951.75400878, 14800.0, 14841.0, 2947430.2587632)"
1515004200,"(14894.65065523, 14750.0, 14750.99999997, 2317952.9597608)"
1515006000,"(14898.99999996, 14716.95299221, 14881.96567965, 2249716.5137319)"
1515007800,"(14900.96567975, 14727.0, 14761.28755651, 2693629.5087981)"
1515009600,"(14932.05050107, 14716.95299222, 14809.99999986, 2865298.8815151)"
1515011400,"(15000.0, 14780.29590689, 14999.99999982, 1875291.081641)"
1515013200,"(15032.08199762, 14873.79821944, 14933.99999994, 2710549.3053124)"
1515015000,"(15097.14662982, 14901.3980607, 15025.077643, 2524559.620129)"
1515016800,"(15050.07764199, 14939.99999999, 15045.0, 1351965.1812748)"
1515018600,"(15070.53648186, 14870.99999999, 14871.4440256, 1369827.5142514)"
1515020400,"(14991.27303736, 14826.18900207, 14980.27303737, 1410829.9224808)"
1515022200,"(15150.0, 14971.0, 15150.0, 2074252.6941166)"
1515024000,"(15184.99999999, 15012.70457451, 15067.99999962, 2985967.0944551)"
1515025800,"(15171.75976436, 14995.53000001, 15111.0, 1909145.6037853)"
1515027600,"(15125.15515398, 14924.01639412, 15111.60848319, 2571858.159774)"
1515029400,"(15379.99999999, 15004.82983988, 15303.69816134, 3689869.9091389)"
1515031200,"(15400.00000004, 15151.0, 15298.99999966, 2910738.1288396)"
1515033000,"(15317.99999995, 15170.0, 15181.50000065, 1653113.1767492)"
1515034800,"(15243.42379768, 15088.03259051, 15193.60904946, 2237792.2032314)"
1515036600,"(15209.99999975, 15060.96000004, 15091.53818126, 1344057.272946)"
1515038400,"(15078.5394849, 14722.0, 14905.0, 3195009.4277712)"
1515040200,"(14988.99999994, 14818.30365514, 14891.78553981, 915953.08191553)"
1515042000,"(14945.23111604, 14750.0, 14760.00000004, 1516528.1863766)"
1515043800,"(14918.06499926, 14750.00000122, 14888.99999917, 1255479.6776594)"
1515045600,"(15050.0, 14850.00000004, 15025.63999965, 1153829.1621534)"
1515047400,"(15052.29232739, 14850.00000019, 14889.99999974, 1827089.5846592)"
1515049200,"(14901.71028958, 14701.0, 14866.18389611, 2002881.7434432)"
1515051000,"(14896.3012865, 14700.99999997, 14771.1500003, 1504046.889397)"
1515052800,"(14848.73315724, 14579.0, 14579.0, 2198527.1145291)"
1515054600,"(14579.69398575, 14301.99999925, 14399.8486291, 3968718.2793085)"
1515056400,"(14466.6362604, 14083.91135919, 14450.00000002, 5075780.2614558)"
1515058200,"(14552.23714909, 14200.0, 14455.16883171, 3272629.5087344)"
1515060000,"(14561.0, 14316.01543016, 14435.86999975, 2760905.0766746)"
1515061800,"(14599.99999999, 14261.0, 14399.99999997, 1692522.5199756)"
1515063600,"(14454.2029398, 14250.0, 14445.87339557, 2805622.0625728)"
1515065400,"(14577.54321872, 14402.16, 14531.1042005, 1722330.6147716)"
1515067200,"(14590.77610518, 14400.0, 14400.83650593, 1513345.0166472)"
1515069000,"(14428.13524469, 14172.69397638, 14349.99999999, 2238400.1753942)"
1515070800,"(14574.05815514, 14336.23493461, 14569.9899999, 1230424.0553048)"
1515072600,"(14623.54976205, 14429.9614076, 14545.66625722, 1851904.9198844)"
1515074400,"(14588.99999999, 14456.405358, 14519.21380997, 1554551.7981193)"
1515076200,"(14655.0, 14471.00000005, 14558.59101348, 1716728.0078134)"
1515078000,"(14646.0, 14336.8234525, 14420.0, 2639476.1498236)"
1515079800,"(14548.52450934, 14330.3473933, 14449.14448982, 2289910.8586991)"
1515081600,"(14500.11, 14350.00000002, 14450.00000023, 1639038.6900672)"
1515083400,"(14578.0, 14450.0, 14554.9999999, 1654958.0223491)"
1515085200,"(14718.0, 14530.00000003, 14712.01010256, 1566080.966746)"
1515087000,"(14750.0, 14650.0, 14730.38468603, 1273276.1105021)"
1515088800,"(14971.02997682, 14680.64444794, 14838.93103317, 2449405.6900152)"
1515090600,"(14914.17227783, 14753.31074748, 14753.31074749, 1634781.8675858)"
1515092400,"(14890.00000001, 14681.03058647, 14878.61197787, 3281155.2114026)"
1515094200,"(15064.37, 14849.4052052, 14990.57200279, 5154153.6059915)"
1515096000,"(15112.0, 14955.68149636, 15088.99999989, 3483552.2613934)"
1515097800,"(15126.60980031, 14806.40461616, 14828.28231106, 4339811.2946473)"
1515099600,"(15049.99999999, 14633.18949809, 15000.30018028, 3472802.0909777)"
1515101400,"(15100.77276798, 14856.84810825, 14856.84810829, 3391652.2056041)"
1515103200,"(14936.84709657, 14785.49619663, 14900.0, 1541614.7515672)"
1515105000,"(15093.99999999, 14831.76555675, 15004.16591188, 1671646.0785372)"
1515106800,"(15062.14177929, 14928.47478408, 15032.35347291, 1111201.7461467)"
1515108600,"(15217.39, 14995.785175, 15167.62803252, 2315203.7148482)"
1515110400,"(15178.0, 14908.27338111, 14965.9877589, 1640642.6780524)"
1515112200,"(15064.7013174, 14960.0, 15029.99999951, 852993.28983052)"
1515114000,"(15076.79160036, 14975.02786274, 14993.00000023, 1077981.1589193)"
1515115800,"(15079.0, 14800.69135797, 15000.0, 2002390.8559686)"
1515117600,"(15175.0, 14772.4649684, 15148.00000002, 3498473.2197523)"
1515119400,"(15183.99999988, 14912.25440044, 15091.05984356, 2788519.0123649)"
1515121200,"(15126.0, 14936.97857868, 14936.97857937, 1391324.3798452)"
1515123000,"(14986.37076286, 14801.51667525, 14947.13999999, 1239181.2135142)"
1515124800,"(15031.4537596, 14780.06, 14800.0, 1303939.5987802)"
1515126600,"(14945.0, 14779.56374999, 14945.0, 1405889.6373417)"
1515128400,"(14949.90960195, 14830.00000024, 14887.99999995, 988316.78143586)"
1515130200,"(15060.10398487, 14850.0000001, 15033.36299914, 878607.66283852)"
1515132000,"(15066.04335202, 14931.00000035, 15018.99999987, 1294148.1737024)"
1515133800,"(15020.0593319, 14891.96421766, 14970.09999857, 997610.46648935)"
1515135600,"(14970.0999985, 14821.81710933, 14915.00000003, 1366291.6020461)"
1515137400,"(14980.0, 14870.0000001, 14948.99999555, 1363481.3507293)"
1515139200,"(15157.42397671, 14902.23188025, 15130.15424616, 1735223.4010666)"
1515141000,"(15498.99999888, 14952.81931296, 15460.00000001, 3142007.1808363)"
1515142800,"(15990.00000066, 15460.00000009, 15815.00000023, 8916174.8077956)"
1515144600,"(16118.56818701, 15781.59848501, 15900.0, 6942109.0716759)"
1515146400,"(16025.0, 15860.44082298, 15983.89999997, 3504283.3998878)"
1515148200,"(16247.0, 15951.0000004, 16062.9998187, 4028092.5150511)"
1515150000,"(16137.57229017, 15900.0, 16000.00000009, 3075196.4885528)"
1515151800,"(16270.86533577, 16000.0, 16102.82321222, 3511958.340892)"
1515153600,"(16139.99997166, 15881.23249996, 15892.02899194, 3283958.3028588)"
1515155400,"(15958.67158401, 15757.05693544, 15900.0, 1734399.1854722)"
1515157200,"(16013.41399355, 15850.0, 16013.41399355, 1503702.0159095)"
1515159000,"(16098.59499914, 15967.74410003, 16047.99999931, 2525109.1302109)"
1515160800,"(16098.28693045, 15795.2155932, 16056.61814433, 2347881.7333961)"
1515162600,"(16164.99999999, 15950.00000014, 16085.0, 3314518.4193463)"
1515164400,"(16085.0, 15950.00000019, 16045.14485634, 2481186.0844676)"
1515166200,"(16060.99593207, 15975.00000007, 16039.99999999, 1688922.1022537)"
1515168000,"(16397.83314913, 16036.8317601, 16390.0, 3816395.9061418)"
1515169800,"(16445.84361153, 16242.99999999, 16319.99999999, 3857869.8141231)"
1515171600,"(16500.90800028, 16273.66325463, 16500.90800028, 4814400.0707628)"
1515173400,"(16755.70802568, 16350.0, 16420.50400086, 6225097.1336481)"
1515175200,"(16599.0, 16400.68718921, 16516.658927, 2259441.3127806)"
1515177000,"(16516.658927, 16308.41139833, 16413.89069511, 2820125.743286)"
1515178800,"(16447.99999997, 16153.75933657, 16374.95125954, 2398960.3694309)"
1515180600,"(16500.0, 16312.25911293, 16444.99999996, 1151049.7363616)"
1515182400,"(16463.81404705, 16276.42806814, 16396.0000001, 1530768.2011086)"
1515184200,"(16619.0, 16314.37370007, 16618.99999996, 2397299.5185201)"
1515186000,"(16800.0, 16614.46167391, 16799.99, 4023643.7805413)"
1515187800,"(16907.0, 16701.39244788, 16703.78771502, 2725961.2845151)"
1515189600,"(16888.99999999, 16683.52289501, 16839.99999996, 2050429.4669995)"
1515191400,"(16999.99999999, 16830.0000004, 16936.0, 3021283.684752)"
1515193200,"(17100.0, 16780.0311812, 17078.00000003, 3122349.0866782)"
1515195000,"(17108.0, 16790.55032895, 16924.0, 3032347.4361121)"
1515196800,"(16939.99999997, 16621.44673294, 16631.00000001, 2535304.3054981)"
1515198600,"(16934.654109, 16625.00000003, 16925.24545528, 1943668.7759356)"
1515200400,"(17062.18999992, 16838.5631622, 17043.96397988, 2117031.7036232)"
1515202200,"(17053.227811, 16900.0, 17016.0, 2630321.7570237)"
1515204000,"(17105.53248844, 16753.23759278, 16875.450742, 3121610.797839)"
1515205800,"(16875.450742, 16565.0000003, 16565.0000003, 3190815.1347791)"
1515207600,"(16754.44499994, 16511.555, 16729.99999996, 2272011.8687712)"
1515209400,"(16796.82299983, 16525.00000004, 16580.97069499, 1289706.1932971)"
1515211200,"(16649.9999997, 16372.00177263, 16388.03895132, 2442598.8061547)"
1515213000,"(16671.09607309, 16388.03895132, 16556.75004197, 1626008.5302649)"
1515214800,"(16585.50066372, 16420.00000002, 16564.82455995, 1519410.4183923)"
1515216600,"(16700.0, 16530.46616094, 16603.48515287, 1365025.5462286)"
1515218400,"(16698.9999972, 16535.00000033, 16657.71915255, 943956.61962759)"
1515220200,"(16694.89999999, 16578.00345739, 16578.00345739, 913936.40204629)"
1515222000,"(16582.86899755, 16388.98709995, 16425.7745106, 1109768.4624292)"
1515223800,"(16567.11273484, 16425.77451063, 16513.24644196, 1162838.0444017)"
1515225600,"(16699.0, 16402.52790453, 16480.62581537, 1471492.8414592)"
1515227400,"(16511.99999998, 16399.32811638, 16426.98999984, 1615406.3003569)"
1515229200,"(16550.9999998, 16401.91630838, 16452.00000003, 1079759.2511862)"
1515231000,"(16484.18441097, 16325.00000031, 16377.99999992, 1321251.0303465)"
1515232800,"(16583.857886, 16350.00000005, 16483.00000009, 1837159.486683)"
1515234600,"(16731.39873926, 16467.91164657, 16701.01000036, 1779985.7259698)"
1515236400,"(16731.0, 16553.31000006, 16630.63170746, 1406098.922378)"
1515238200,"(16639.17185613, 16517.00000022, 16535.00000003, 844894.64391577)"
1515240000,"(16573.83756853, 16357.42717333, 16440.7138085, 1591416.76682)"
1515241800,"(16499.99999999, 16200.0, 16319.1599541, 1241302.4444896)"
1515243600,"(16442.05779333, 16280.0, 16354.90799988, 2170871.4707557)"
1515245400,"(16379.99999995, 16215.10423178, 16271.00000004, 1706256.6103176)"
1515247200,"(16456.02854964, 16255.2524544, 16440.99999996, 1618312.2396755)"
1515249000,"(16549.27478611, 16411.94094141, 16520.0164127, 1220020.2213035)"
1515250800,"(16690.87799992, 16434.59540322, 16660.0, 1549024.779735)"
1515252600,"(16660.0, 16548.91318217, 16622.00427849, 1200256.3630819)"
1515254400,"(16667.92669687, 16534.15120071, 16653.99999999, 1225900.7671173)"
1515256200,"(17000.0, 16620.00000002, 16925.0000006, 2911975.4293005)"
1515258000,"(16947.01234598, 16772.00000001, 16886.31954201, 1509501.5320574)"
1515259800,"(16950.17882125, 16788.64638811, 16939.99998986, 1275636.3245735)"
1515261600,"(17019.99999999, 16903.77849014, 16968.04223071, 1415523.4200625)"
1515263400,"(16969.99999995, 16682.73394198, 16799.0, 1722444.5338773)"
1515265200,"(16880.69767295, 16651.00000001, 16748.31300803, 969041.76215124)"
1515267000,"(16805.87102991, 16697.92362428, 16746.92362323, 682592.86550142)"
1515268800,"(16846.11963792, 16700.0, 16838.00000001, 1049571.1271562)"
1515270600,"(16917.7267375, 16763.08069412, 16863.43232736, 860363.52797699)"
1515272400,"(16925.0, 16729.21621404, 16768.99999956, 912026.87124562)"
1515274200,"(16900.0, 16755.03877572, 16850.03853312, 801137.4064133)"
1515276000,"(17257.08719135, 16840.76750217, 17159.00000001, 2891958.8305237)"
1515277800,"(17212.00000008, 17028.28021001, 17105.47085662, 1657069.8488176)"
1515279600,"(17218.0, 17084.36814505, 17175.41764656, 1283352.3102545)"
1515281400,"(17200.0, 17100.0, 17158.72758957, 1119607.3061638)"
1515283200,"(17177.44769997, 16937.92600001, 16986.35156924, 2161568.8696527)"
1515285000,"(17080.46260602, 16950.00000004, 17006.4540845, 1054043.1372677)"
1515286800,"(17017.3783001, 16826.11043683, 16927.0, 1287515.1309183)"
1515288600,"(17041.71653029, 16919.73807574, 16970.00000108, 1194715.3304197)"
1515290400,"(17001.00000008, 16877.70000004, 16877.7000001, 682864.21304818)"
1515292200,"(16950.0, 16710.9999998, 16793.05082593, 1815567.2053513)"
1515294000,"(16843.66142925, 16644.36016084, 16644.36016084, 1267778.741466)"
1515295800,"(16750.33016834, 16625.0, 16744.18719317, 1394983.5972074)"
1515297600,"(16784.84632017, 16659.23715669, 16696.85858487, 823112.80078341)"
1515299400,"(16700.0, 16460.0, 16538.67497541, 1822993.9503061)"
1515301200,"(16796.0029971, 16538.67497542, 16670.00000089, 1546710.796987)"
1515303000,"(16717.59002919, 16567.1769819, 16640.75419886, 885983.09606155)"
1515304800,"(16660.56087497, 16557.00001, 16599.43039595, 1404169.2172399)"
1515306600,"(16605.97045517, 16390.0, 16403.0, 1722984.083333)"
1515308400,"(16625.0, 16390.73375274, 16614.99999991, 1027983.8330585)"
1515310200,"(16785.75599976, 16540.00000006, 16716.2126002, 1220585.4446536)"
1515312000,"(16890.19082879, 16716.21260036, 16890.19082879, 963932.9860834)"
1515313800,"(16917.71506623, 16750.0, 16780.0, 1074163.4729252)"
1515315600,"(16856.14001791, 16708.37551196, 16770.47454386, 854168.16078375)"
1515317400,"(16768.55814342, 16621.48680873, 16665.0, 716163.77235788)"
1515319200,"(16787.9999999, 16643.20529784, 16743.19032356, 845083.69248572)"
1515321000,"(16781.76499999, 16700.00000003, 16707.51778884, 807748.71216745)"
1515322800,"(16798.99999998, 16611.85950776, 16665.23224564, 1013552.863719)"
1515324600,"(16694.79704968, 16600.0, 16606.00000003, 1243144.3692944)"
1515326400,"(16641.99999996, 16459.500001, 16527.97874453, 1207781.2234461)"
1515328200,"(16609.63499993, 16428.341, 16450.0, 1702246.1507892)"
1515330000,"(16560.99999935, 16399.99999999, 16429.56016176, 1662106.1517518)"
1515331800,"(16510.0893866, 16300.0, 16421.25738183, 2139164.7110752)"
1515333600,"(16610.0, 16388.95744, 16609.99999998, 1448817.992426)"
1515335400,"(16615.65722945, 16537.20522125, 16571.8999998, 1046847.0369701)"
1515337200,"(16614.99570039, 16458.13049813, 16470.0, 866759.25014033)"
1515339000,"(16530.0, 16443.5422066, 16480.53542395, 852955.4577185)"
1515340800,"(16480.58841125, 16300.0, 16304.00000007, 1448914.5251197)"
1515342600,"(16336.5124259, 16027.81884203, 16091.00000032, 3051259.34075)"
1515344400,"(16240.0, 16091.00000032, 16239.99999965, 1843506.8324463)"
1515346200,"(16240.0, 15739.99999999, 15895.0000003, 6183583.8197601)"
1515348000,"(15982.64138472, 15761.09991, 15786.60000002, 3046060.047371)"
1515349800,"(16155.000001, 15683.8615253, 16069.00000001, 3836057.1583126)"
1515351600,"(16200.0, 16025.0, 16200.0, 2120672.5065994)"
1515353400,"(16200.0, 16066.63347823, 16102.00000001, 1023975.2452273)"
1515355200,"(16195.23053663, 15900.0, 15998.99999989, 1551747.3768771)"
1515357000,"(16201.0, 15938.66187663, 16166.42003486, 1617663.3229736)"
1515358800,"(16370.80351401, 16152.19686803, 16280.00000018, 1894504.6571407)"
1515360600,"(16300.30945711, 16167.0, 16229.99999985, 925464.04293793)"
1515362400,"(16410.0, 16167.00000001, 16378.02836737, 1515999.976511)"
1515364200,"(16490.0, 16370.00000179, 16419.0, 927993.21031198)"
1515366000,"(16446.0, 16285.50000008, 16302.39999999, 937921.90220434)"
1515367800,"(16372.39700809, 16152.70061425, 16174.43357169, 1252027.6892721)"
1515369600,"(16274.91238352, 16042.63195413, 16249.58546298, 1275534.0792108)"
1515371400,"(16277.49999996, 16000.0, 16000.0, 1815422.7554691)"
1515373200,"(16004.09322383, 15709.10903418, 15856.00633424, 2518023.0524629)"
1515375000,"(15975.00760647, 15758.0, 15910.72670012, 1037096.3524782)"
1515376800,"(16149.20947568, 15861.00000047, 15999.99999989, 1327319.8804439)"
1515378600,"(15999.99999986, 15800.0, 15963.03675538, 1583050.4051214)"
1515380400,"(15963.036755, 15563.86003767, 15600.99999999, 2471241.1465394)"
1515382200,"(15723.99328843, 15510.0, 15591.21251879, 1864358.6349877)"
1515384000,"(15830.83829589, 15551.77613484, 15732.9730548, 1331827.3199484)"
1515385800,"(15751.99997, 15611.50000016, 15656.99999996, 953683.6030819)"
1515387600,"(15850.0, 15510.99999896, 15796.21191078, 1345294.1736065)"
1515389400,"(15946.99999995, 15781.40113089, 15840.99997573, 1093546.9620897)"
1515391200,"(15893.30125918, 15730.60387329, 15869.99999999, 617849.75073301)"
1515393000,"(15943.40503567, 15760.94392531, 15820.99999896, 1205093.5236139)"
1515394800,"(15930.0, 15800.00000025, 15880.0000002, 736182.83715802)"
1515396600,"(15956.84476314, 15850.0, 15904.99999974, 746818.61950928)"
1515398400,"(15909.99999983, 15650.2119109, 15650.21191092, 1229742.3619898)"
1515400200,"(15723.56091, 15382.64138465, 15448.52373205, 2132688.7887769)"
