Timestamp,Close,High,Low,Open,Volume
1558915200,8653.01142238,8660.0,8607.30306214,8616.50275214,20803.49827159
1558915500,8689.54560488,8729.09160372,8653.81505023,8653.81505024,122780.29075882
1558915800,8682.08523206,8698.57859279,8658.14631965,8682.59535873,48788.81124678
1558916100,8733.17732538,8733.1773254,8699.99999996,8699.99999999,36294.41278335
1558916400,8811.8265738,8815.22593729,8734.00000001,8734.00000001,164608.48604918
1558916700,8770.0,8811.82657381,8742.79290054,8811.82657381,85899.48374334
1558917000,8736.04849981,8772.18606499,8736.04849981,8769.19446773,708503.88546931
1558917300,8760.95174824,8763.53442416,8733.02048917,8736.04849981,38667.44592706
1558917600,8772.18606509,8800.30255229,8760.95174824,8760.95174824,13935.41065836
1558917900,8762.1363761,8772.18606508,8744.30153413,8772.18606493,3166.60853369
1558918200,8753.39933594,8759.73953179,8753.39933594,8759.73953179,679.7834063
1558918500,8787.7996979,8787.79969791,8746.74000001,8746.74000001,113375.81553286
1558918800,8807.09734538,8830.0,8784.70760871,8784.70760872,93968.69230603
1558919100,8796.04673434,8809.99999999,8771.0,8809.99999999,72240.69378675
1558919400,8787.16816001,8809.40820263,8770.99999999,8784.33000009,50120.58038465
1558919700,8800.0,8809.84627518,8783.63200001,8788.29891624,4194.84257519
1558920000,8762.89999999,8800.0,8761.06540554,8800.0,56832.72980389
1558920300,8724.76864075,8765.84422623,8721.02086302,8758.91040324,58676.87558236
1558920600,8738.75453733,8738.75453733,8724.76864075,8724.76864075,82207.84490036
1558920900,8739.43214798,8744.97002528,8727.16228639,8743.73407031,26115.8090051
1558921200,8756.77320163,8773.69999986,8738.43720704,8740.18562819,88476.51207981
1558921500,8728.6182903,8771.29999981,8728.6182903,8771.29999981,35508.91563219
1558921800,8707.7996979,8733.09999999,8707.7996979,8733.09999999,27865.82475188
1558922100,8721.16543237,8721.16543237,8703.98694735,8708.69855837,15597.49429316
1558922400,8722.16152098,8739.79341971,8722.16152098,8732.23679172,8032.34158515
1558922700,8695.6560288,8724.49999974,8695.6560288,8724.49999974,26934.90064327
1558923000,8693.95358787,8699.99999999,8683.54478345,8693.8317099,26201.65944858
1558923300,8706.95613543,8719.082026,8692.85292035,8692.85292036,57291.92688724
1558923600,8653.20189596,8698.61811681,8642.60045871,8695.1101004,36264.34252158
1558923900,8659.16479129,8666.37371405,8636.05881822,8642.28722015,10256.34748122
1558924200,8628.50925284,8665.45392939,8611.17341022,8657.45967106,18559.56214636
1558924500,8609.0,8628.50062415,8588.38000082,8628.50062415,28770.66465778
1558924800,8641.0813692,8649.6819926,8592.13364327,8592.13364327,33302.83738277
