Timestamp,Close,High,Low,Open,Volume
1514764800,13625.0,13799.99999984,13601.00000004,13799.99999984,736232.04640739
1514765700,13600.0,13667.4160008,13483.91342101,13625.0,1299906.9381292
1514766600,13580.00000005,13619.06900993,13549.57417776,13600.0,1071418.3577746
1514767500,13563.42559841,13700.0,13536.06325647,13575.00000001,948021.51012771
1514768400,13530.10000028,13619.99999999,13483.91342107,13564.0,942051.76653019
1514769300,13600.0,13700.0,13511.00000196,13530.10000028,707532.50997737
1514770200,13402.00004924,13619.89999953,13399.00000002,13600.0,753843.48035661
1514771100,13266.72000005,13430.92900899,13210.99999982,13430.92900899,874338.73463624
1514772000,13410.62195899,13444.0,13255.98882504,13301.00000004,484358.22121449
1514772900,13307.94014966,13431.06099116,13274.00000011,13410.62195899,578722.30178392
1514773800,13292.00000025,13334.0,13228.43982279,13300.0,306899.00483155
1514774700,13304.87230192,13377.5,13289.00000197,13299.89216897,404427.21303242
1514775600,13405.00000036,13423.0,13218.01287368,13344.90702919,1106127.8016606
1514776500,13563.87273861,13628.7995799,13405.00000038,13417.51117264,1375994.1796988
1514777400,13516.83684756,13591.43815188,13403.54545649,13540.00000036,814842.25862685
1514778300,13369.40498774,13519.83684741,13309.17946355,13499.99999946,883224.74403415
1514779200,13268.0000008,13417.0,13238.97384228,13350.00990055,980816.56159304
1514780100,13448.40891972,13464.40774962,13229.86326373,13268.00000083,1167771.0468172
1514781000,13554.29332403,13565.284,13383.55531785,13435.6688104,862158.30868327
1514781900,13520.12325184,13574.0,13446.1060134,13547.1491621,602875.30144783
1514782800,13491.14245235,13587.43269993,13460.99999989,13531.00000016,660444.99468283
1514783700,13540.0,13590.00000034,13473.40607182,13491.14245231,622830.21329093
1514784600,13522.99999971,13591.43815183,13460.9999999,13539.99999996,457524.06517446
1514785500,13537.04414313,13554.84523325,13499.99999877,13499.99999877,234960.33011235
1514786400,13475.77592144,13550.06273979,13412.79211077,13519.35180014,625475.70674747
1514787300,13678.00972938,13700.0,13475.77592131,13483.31242746,719241.64967614
1514788200,13704.99999997,13751.06940757,13618.70418701,13678.00972939,1013796.9958841
1514789100,13806.65726879,13820.0,13680.0000002,13704.99999998,928189.86785657
1514790000,13799.0,13891.99999996,13760.0,13800.50000011,742285.75003781
1514790900,13760.00000031,13828.51606091,13678.00000004,13781.08091901,590873.28079313
1514791800,13649.99999993,13851.87219394,13642.20000009,13770.99999999,499239.29453879
1514792700,13621.87701406,13700.0,13607.00000001,13679.19735,343053.57320655
1514793600,13680.0,13680.0,13562.234027,13619.99999987,732329.43023615
1514794500,13680.43010144,13760.00000008,13653.0000007,13683.37650011,346359.61902358
1514795400,13400.0,13687.97408793,13390.92993593,13680.43010133,1354864.8240197
1514796300,13450.0,13467.0,13394.81302883,13400.0,492422.69237351
1514797200,13518.50422745,13571.01702352,13444.38418817,13454.99999952,483909.39922647
1514798100,13478.92815333,13588.18675244,13463.50532003,13518.50422745,347885.71445229
1514799000,13521.92815572,13570.9999,13451.21708733,13464.0,634967.02032999
1514799900,13570.97169782,13600.92815337,13497.00055012,13521.92815575,306883.71803879
1514800800,13509.14743971,13599.99999994,13505.004,13577.0,390853.01032928
1514801700,13537.25827157,13537.2582717,13440.0,13509.08469605,441056.87657017
1514802600,13558.99999845,13587.41469662,13476.4333926,13515.84869294,576157.70522844
1514803500,13577.73214062,13589.17550427,13508.0,13558.9999983,385723.69275727
1514804400,13212.98593508,13577.73214038,13150.0,13558.99999995,1260155.1311004
1514805300,13100.0,13244.0,13100.0,13212.98593508,1243811.4136771
1514806200,13122.93005847,13191.03071149,13036.92815333,13101.85818938,1536711.8641452
1514807100,13233.20361876,13244.0,13109.07042773,13122.93005847,712509.70630837
1514808000,13226.03835611,13281.99999997,13168.18479787,13245.00239662,369107.9461789
1514808900,13099.26972528,13226.03835605,13043.22658396,13226.03835605,1059368.4986748
1514809800,13160.0,13200.0,13100.0,13112.43769267,1413046.1384293
1514810700,13146.29122146,13181.99999992,13116.71189661,13160.0,1191455.8504441
1514811600,13040.0,13155.99999999,12893.56965857,13155.99999999,1404507.7661897
1514812500,13010.40346213,13117.78384635,13008.91526679,13055.95864663,719260.72367153
1514813400,13106.13616743,13119.47792946,12990.06999992,13021.41526679,556997.50572122
1514814300,12994.93297495,13095.68909053,12927.34840751,13058.52115517,909821.89701237
1514815200,12840.00000003,13023.27601805,12800.0,12995.73855193,1449246.081373
1514816100,12908.42418696,12908.42418696,12802.39883388,12840.00000006,828089.142231
1514817000,12958.51073326,12988.90085741,12850.0,12915.56743197,1006666.6856477
1514817900,13157.87532278,13200.2067148,12950.00000001,12986.22895438,995899.90436316
1514818800,13150.0,13185.42,13098.9029524,13157.87532278,1200716.8226265
1514819700,13290.00000007,13300.0,13037.82087199,13150.0,1228975.1884346
1514820600,13167.00000008,13300.0,13155.00000017,13300.0,712407.93690937
1514821500,13217.0,13255.99999999,13167.00000008,13167.00000008,306683.69608811
1514822400,13136.17025764,13216.99999984,13080.88925273,13216.99999984,893916.3005027
1514823300,13006.00000003,13159.0,12970.67639829,13145.99999994,932273.39395682
1514824200,13069.99999999,13075.0,12954.00000001,13033.0,1078724.2918309
1514825100,12963.88141685,13153.5,12951.00000003,13042.00000191,429213.26111395
1514826000,13047.05582635,13149.07512981,12999.99999992,12999.99999995,523290.1057496
1514826900,13130.0,13156.0,13029.04340957,13047.05582635,613828.91089657
1514827800,13102.97488148,13163.99036501,13080.00000004,13130.00000016,425032.67573968
1514828700,13010.0,13155.17426841,13010.0,13102.97488148,542603.68311685
1514829600,13051.0961,13092.22541323,12998.46789276,13013.99999992,437597.3699405
1514830500,13217.31597913,13233.00529615,13051.0961,13051.0961,793183.93593524
1514831400,13191.64205193,13217.3159791,13131.9108487,13217.3159791,344940.75172611
1514832300,13131.64205179,13202.05860654,13053.36491164,13193.2530152,604039.68669531
1514833200,13037.86999989,13131.64205178,12950.85575403,13108.00000022,1493049.5033287
1514834100,13219.85902167,13239.73969824,13000.00000001,13070.64205183,1074148.496529
1514835000,13200.9188423,13256.13256,13089.0,13219.8590214,1201761.6924537
1514835900,13220.90766079,13274.06313447,13187.64205188,13200.91884233,680035.43025387
1514836800,13466.0,13482.0,13208.67000001,13259.07182761,1357901.6402026
1514837700,13365.00000016,13481.99999921,13362.37054768,13466.00000002,718589.23916567
1514838600,13447.0,13500.0,13330.00000001,13374.00000012,1634407.6923738
1514839500,13369.99999995,13469.23751115,13344.61035995,13446.99999916,938212.86154448
1514840400,13570.0,13600.00000019,13360.00000004,13389.2560935,1421155.3952081
1514841300,13599.99960781,13619.50208562,13422.17247497,13570.0,794702.05872312
1514842200,13556.5,13630.00000003,13540.71590549,13599.99960782,1583253.8932092
1514843100,13501.13121021,13594.67837708,13500.0,13543.0,1014264.5885896
1514844000,13589.57405496,13602.03264697,13500.0,13502.13121,554508.86118317
1514844900,13518.00000005,13629.99606984,13507.94908148,13602.03264698,540028.18038203
1514845800,13545.91286298,13600.0,13500.0,13560.55185339,695229.36921858
1514846700,13500.0,13593.99999993,13500.0,13545.91286284,1037131.2552017
1514847600,13430.76764888,13518.50826584,13400.00000001,13500.0,909935.13991656
1514848500,13464.76764881,13487.9559751,13365.2785525,13430.76764888,759840.15497995
1514849400,13399.99999989,13491.63096701,13336.97769705,13464.76764881,795884.33866921
1514850300,13351.7394064,13439.48364944,13250.23912591,13425.46913713,1072047.3092047
1514851200,13519.99999994,13546.10921918,13365.71449731,13400.71449717,821432.44963311
1514852100,13743.93054821,13743.93054829,13517.69370205,13517.69370205,811129.7144687
1514853000,13797.22016503,13923.8701209,13734.58688101,13743.93054822,1897511.8929477
1514853900,13811.0,13852.43210021,13741.68578648,13794.63118424,675084.3321276
1514854800,13706.00000003,13853.99999995,13706.00000003,13811.0,574598.01782294
1514855700,13780.83809907,13899.28188816,13700.28098989,13739.9999999,1892754.4221049
1514856600,13650.98513096,13773.10999967,13650.98513078,13750.10625107,615189.49417437
1514857500,13617.00000003,13701.40754626,13600.0,13650.98513088,881378.32195123
1514858400,13572.7937003,13650.0,13502.694,13617.0,890100.43270003
1514859300,13484.58635746,13633.44339117,13437.66381342,13541.27748933,1170204.081316
1514860200,13537.49258933,13547.39866546,13431.00000004,13466.5627283,717341.35361475
1514861100,13570.93890573,13602.26685828,13510.0,13537.49258939,587879.92358896
1514862000,13333.45199892,13570.9389057,13302.99999,13570.40830162,1129521.8885086
1514862900,13351.57366643,13370.0,13214.70198015,13364.7999999,746525.87420071
1514863800,13354.55651909,13404.9799611,13323.50103724,13351.57366643,477550.06815761
1514864700,13335.44332961,13450.97969995,13306.97969993,13380.0,580530.90998138
1514865600,13354.0,13358.72231707,13291.0,13335.4433296,369374.67226978
1514866500,13000.0,13384.99999996,12918.92797428,13354.0,3748687.1477732
1514867400,13054.02280487,13069.33326788,12875.0,13000.13,1734690.9100285
1514868300,13074.99999976,13162.30825273,13023.99999999,13023.99999999,475061.7633981
1514869200,13162.46837843,13172.2999997,13060.00000077,13061.67287589,295632.37652368
1514870100,13158.28763677,13158.28763678,13051.94747091,13130.00000049,476262.69228214
1514871000,13093.29194989,13170.19175679,13049.88052906,13159.28763676,584601.68571659
