timestamp,open_price,high_price,low_price,close_price,bid_volumn,ask_volumn
2019-03-04 04:00:03,423392,423392,418040,419652,1394.45,994.295
2019-03-04 05:00:03,419652,419652,413795,417800,1114.12,1545.76
2019-03-04 06:00:03,417800,417800,416144,417484,461.502,1904.77
2019-03-04 07:00:03,417484,418866,417341,417350,397.922,2401.96
2019-03-04 08:00:03,417350,417350,415022,415022,1027.12,680.518
2019-03-04 09:00:03,415022,416498,415022,415200,360.331,1069.05
2019-03-04 10:00:03,415200,415200,411672,413784,431.689,1542.44
2019-03-04 11:00:03,413786,415864,413436,415098,453.16,2359.1
2019-03-04 12:00:03,415098,415258,413916,413916,263.857,2299.5
2019-03-04 13:00:03,413916,414948,413382,414948,922.751,377.559
2019-03-04 14:00:03,414948,415656,414948,415198,730.848,266.742
2019-03-04 15:00:03,415198,416000,415094,415094,688.921,1495.96
2019-03-04 16:00:03,415094,415300,414974,415100,882.393,560.359
2019-03-04 17:00:03,415100,415454,415100,415454,1431.47,248.834
2019-03-04 18:00:03,415454,415454,414000,414248,870.249,671.176
2019-03-04 19:00:03,414248,414248,413800,413996,1005.04,447.967
2019-03-04 20:00:03,413996,415318,413996,414252,1312.83,361.618
2019-03-04 21:00:03,414252,414252,413410,413410,401.191,309.773
2019-03-04 22:00:03,413410,414108,412730,412730,1593.29,380.513
2019-03-04 23:00:03,412722,413500,412000,413500,1697.34,357.737
2019-03-05 00:00:03,413500,415005,413500,414228,1164.99,235.885
2019-03-05 01:00:03,414228,414914,414100,414100,1157.48,393.371
2019-03-05 02:00:03,414100,414100,413420,413420,873.638,475.531
2019-03-05 03:00:03,413420,414327,413420,413817,889.588,496.962
2019-03-05 04:00:03,413816,414898,413816,414649,1233.19,278.63
2019-03-05 05:00:03,414649,415250,414649,415128,400.092,870.366
2019-03-05 06:00:03,415128,415554,415128,415328,1219.9,611.728
2019-03-05 07:00:03,415328,415998,415218,415998,2064.43,818.389
2019-03-05 08:00:03,415998,417745,415998,417410,1403.95,624.781
2019-03-05 09:00:03,417410,417410,416500,416500,1245.45,858.178
2019-03-05 10:00:03,416500,416822,416144,416500,1256.17,997.656
2019-03-05 11:00:03,416500,416999,416490,416852,611.952,398.677
2019-03-05 12:00:03,416852,418938,416852,418002,1259.61,565.966
2019-03-05 13:00:03,418002,428700,418000,428700,1274.93,728.216
2019-03-05 14:00:03,428700,428748,425498,426398,1631.34,616.396
2019-03-05 15:00:03,426398,428500,426398,427562,1144.94,1069.4
2019-03-05 16:00:03,427562,431798,427562,428176,1491.07,735.911
2019-03-05 17:00:03,428176,429474,427738,428774,2097.69,797.909
2019-03-05 18:00:03,428774,429158,428048,428772,1480.05,555.487
2019-03-05 19:00:03,428772,429964,428772,429502,2110.9,631.102
2019-03-05 20:00:03,429502,429502,428432,428474,1659.83,915.81
2019-03-05 21:00:03,428474,428474,427526,427828,903.586,1049.31
2019-03-05 22:00:03,427828,428362,427828,428288,1901.25,648.308
2019-03-05 23:00:03,428288,428888,428288,428888,1757.97,640.394
2019-03-06 00:00:03,428888,430424,426218,427218,2790.35,586.976
2019-03-06 01:00:03,427218,427220,426416,427094,1100.17,687.552
2019-03-06 02:00:03,427094,427148,427012,427144,758.614,829.458
2019-03-06 03:00:03,427144,427148,426002,426002,614.26,1260.05
2019-03-06 04:00:03,426002,426791,425708,426730,821.093,1238.81
2019-03-06 05:00:03,426730,426768,426730,426768,1419.22,751.173
2019-03-06 06:00:03,426866,429087,426810,428442,1192.26,410.429
2019-03-06 07:00:03,428442,429265,428442,428876,1036.66,656.12
2019-03-06 08:00:03,428876,428894,427688,427864,638.535,547.824
2019-03-06 09:00:03,427864,428992,427742,428992,2346.33,472.11
2019-03-06 10:00:03,428992,433850,428821,429502,1861.94,770.476
2019-03-06 11:00:03,429502,431260,429502,431260,1866.59,460.583
2019-03-06 12:00:03,431260,431260,429588,429588,629.745,405.508
2019-03-06 13:00:03,429588,429588,428000,428800,1221.55,840.817
2019-03-06 14:00:03,428800,428800,427204,428412,1569.51,716.261
2019-03-06 15:00:03,428412,429377,428412,429270,1534.13,2045.88
2019-03-06 16:00:03,429270,429270,428224,429268,1471.6,1491.81
2019-03-06 17:00:03,429268,429268,428978,428978,892.869,1347.64
2019-03-06 18:00:03,428978,428978,428674,428848,839.917,1691.11
2019-03-06 19:00:03,428900,428962,428804,428804,2762.84,1274.4
2019-03-06 20:00:03,428804,428956,428804,428956,3091.74,1214.99
2019-03-06 21:00:03,428956,428956,428956,428956,1745.21,1246.05
2019-03-06 22:00:03,428956,429494,428956,429494,3392.44,1315.25
2019-03-06 23:00:03,429494,430430,429454,430012,1000.93,815.246
2019-03-07 00:00:03,430012,431000,429500,430648,1386.62,391.791
2019-03-07 01:00:03,430648,433000,430648,431330,1022.37,487.408
2019-03-07 02:00:03,431330,431330,430854,431178,842.679,1941.69
2019-03-07 03:00:03,431178,433462,431178,432736,1725.34,783.438
2019-03-07 04:00:03,432736,434226,432616,433362,965.35,325.406
2019-03-07 05:00:03,433366,433947,431002,431544,431.94,930.534
2019-03-07 06:00:03,431544,431693,429796,431358,329.757,1426.2
2019-03-07 07:00:03,431358,431436,430356,431436,312.187,674.31
2019-03-07 08:00:03,431439,431464,429524,429524,233.972,569.851
2019-03-07 09:00:03,429523,430242,429236,429600,484.238,796.139
2019-03-07 10:00:03,429600,430090,428616,430010,389.3,1128.72
2019-03-07 11:00:03,430010,430010,429792,429910,316.683,579.002
2019-03-07 12:00:03,429910,431713,429198,431372,1510.9,2722.34
2019-03-07 13:00:03,431372,431536,430444,430444,770.179,622.152
2019-03-07 14:00:03,430444,431652,429076,431652,1387.72,641.172
2019-03-07 15:00:03,431670,432718,431081,431081,1123.53,648.786
2019-03-07 16:00:03,431078,431698,430784,431698,1569.86,214.467
2019-03-07 17:00:03,431698,432500,430258,430274,898.665,373.603
2019-03-07 18:00:03,430274,431212,430274,431212,774.079,83.542
2019-03-07 19:00:03,431212,431598,430768,430768,695.062,107.726
2019-03-07 20:00:03,430768,431598,430600,431598,695.426,173.552
2019-03-07 21:00:03,431598,431598,431340,431466,891.603,273.629
2019-03-07 22:00:03,431466,431962,430175,430898,545.37,736.393
2019-03-07 23:00:03,430898,430898,429826,430000,631.914,873.062
2019-03-08 00:00:03,430000,430344,429502,430214,1473.88,996.235
2019-03-08 01:00:03,430250,430570,429710,429762,611.446,863.11
2019-03-08 02:00:03,429762,430372,429762,430010,1369.82,281.951
2019-03-08 03:00:03,430010,430010,429502,429672,2622.86,1388.82
2019-03-08 04:00:03,429672,430184,429672,430182,2193.01,768.078
2019-03-08 05:00:03,430182,430861,429992,430856,1159.57,824.56
2019-03-08 06:00:03,430856,432800,430850,431354,1092.08,1763.01
2019-03-08 07:00:03,431354,431354,429826,429888,728.125,2729.95
2019-03-08 08:00:03,429888,430182,429612,429713,739.134,1425.03
2019-03-08 09:00:03,429614,429928,429210,429928,551.185,1886.17
2019-03-08 10:00:03,429928,431824,429928,431824,903.902,374.488
2019-03-08 11:00:03,431824,431946,431184,431230,626.649,839.074
2019-03-08 12:00:03,431230,431496,430533,431468,1094.12,1653.43
2019-03-08 13:00:03,431468,431496,430658,431218,1321.73,2017.49
2019-03-08 14:00:03,431219,432150,431219,432130,1330.43,795.6
2019-03-08 15:00:03,432130,432130,431440,431512,1930.94,675.965
2019-03-08 16:00:03,431512,431935,431064,431416,866.396,306.718
2019-03-08 17:00:03,431416,432310,431416,432310,2359.94,358.774
2019-03-08 18:00:03,432310,432310,431662,431966,930.958,612.226
2019-03-08 19:00:03,431964,432679,431708,432664,1037.96,225.545
2019-03-08 20:00:03,432664,433570,431724,433044,830.182,312.488
2019-03-08 21:00:03,433044,433150,430544,430780,360.514,365.27
2019-03-08 22:00:03,430780,430780,423998,426291,599.418,1292.8
2019-03-08 23:00:03,426282,427936,426271,427796,679.448,688.859
2019-03-09 00:00:03,427796,428968,426500,428774,597.316,718.495
2019-03-09 01:00:03,428774,429600,428774,429104,540.432,897.136
2019-03-09 02:00:03,429104,429938,429104,429910,1361.73,1281.08
2019-03-09 03:00:03,429908,429908,428768,428768,134.705,2686.15
2019-03-09 04:00:03,428768,429396,427881,429396,1754.36,792.983
2019-03-09 05:00:03,429396,429408,429312,429312,307.529,979.897
2019-03-09 06:00:03,429312,431978,429312,431978,1617.17,1073.99
2019-03-09 07:00:03,431978,434500,431768,432120,1994.43,887.508
2019-03-09 08:00:03,432120,433210,432108,432538,1545.41,458.578
2019-03-09 09:00:03,432538,433594,432440,432440,1825.42,586.388
2019-03-09 10:00:03,432438,433098,432060,432060,489.582,508.602
2019-03-09 11:00:03,432060,432590,432000,432590,836.278,837.87
2019-03-09 12:00:03,432590,433612,432590,433132,1350.58,521.187
2019-03-09 13:00:03,433132,434980,432874,433169,2043.17,599.645
2019-03-09 14:00:03,433200,435986,433200,435604,1883.39,549.114
2019-03-09 15:00:03,435741,437648,434796,435730,1144.84,733.141
2019-03-09 16:00:03,435730,437850,433445,433445,978.873,773.512
2019-03-09 17:00:03,433446,433482,431260,432584,1429.4,495.71
2019-03-09 18:00:03,432584,434456,432584,433800,1364.62,354.642
2019-03-09 19:00:03,433800,434340,433436,434102,831.99,700.227
2019-03-09 20:00:03,434102,434102,432182,432182,670.082,1220.71
2019-03-09 21:00:03,432169,432984,432144,432566,468.456,259.214
2019-03-09 22:00:03,432566,433592,432050,433592,941.971,607.052
2019-03-09 23:00:03,433592,435150,433592,435150,1615.06,525.242
2019-03-10 00:00:03,435150,435150,434210,434498,851.66,1699.23
2019-03-10 01:00:03,434498,435060,434498,435060,2188.94,430.928
2019-03-10 02:00:03,435060,435060,434206,434206,376.614,984.605
2019-03-10 03:00:03,434206,434206,433238,433836,1045.4,1108.36
2019-03-10 04:00:03,433836,433836,432986,433194,636.458,696.611
2019-03-10 05:00:03,433194,433230,433194,433226,1264.55,993.877
2019-03-10 06:00:03,433226,433226,431900,432712,751.513,671.547
2019-03-10 07:00:03,432712,432712,431468,431806,574.169,1715.74
2019-03-10 08:00:03,431806,433528,431806,433174,948.831,577.705
2019-03-10 09:00:03,433174,433174,432300,432300,285.773,3158.33
2019-03-10 10:00:03,432300,432300,432300,432300,1619.8,1692.28
2019-03-10 11:00:03,432300,433478,432300,433058,828.924,443.31
2019-03-10 12:00:03,433058,433058,432306,432528,599.735,1572.72
2019-03-10 13:00:03,432528,432528,432154,432154,266.667,2926.46
2019-03-10 14:00:03,432124,432528,431800,432528,2341.44,1365.07
2019-03-10 15:00:03,432528,432830,432306,432306,1201.19,1407.4
2019-03-10 16:00:03,432306,432306,430612,430700,2666.91,1010.54
2019-03-10 17:00:03,430700,431910,430700,431782,2070.56,1280.44
2019-03-10 18:00:03,431782,431782,431200,431200,1995.46,1136.68
2019-03-10 19:00:03,431200,431200,431200,431200,2774.4,842.611
2019-03-10 20:00:03,431200,432600,431200,432600,3289.15,234.067
2019-03-10 21:00:03,432600,433076,432600,432648,1207.41,316.675
2019-03-10 22:00:03,432648,433786,432642,433350,3123.62,859.286
2019-03-10 23:00:03,433350,433756,433236,433282,2672.27,634.39
2019-03-11 00:00:03,433282,433410,433212,433212,1828.65,1028.9
2019-03-11 01:00:03,433212,433998,433152,433828,3039.69,694.733
2019-03-11 02:00:03,433828,434304,433654,433654,4064.43,546.1
2019-03-11 03:00:03,433654,434600,433654,433816,3527.16,2302.25
2019-03-11 04:00:03,433816,434000,432570,432570,2110,1027.31
2019-03-11 05:00:03,432570,432570,428895,429130,1640.24,1035.38
2019-03-11 06:00:03,429250,430898,429250,430898,2195.79,914.8
2019-03-11 07:00:03,430898,431710,430560,430560,1399.16,919.439
2019-03-11 08:00:03,430560,431112,430002,430824,967.891,781.854
2019-03-11 09:00:03,430824,432748,429784,431624,3108.52,905.373
2019-03-11 10:00:03,431624,431882,430786,430786,1003.34,809.456
2019-03-11 11:00:03,430786,430786,429550,429550,893.743,941.447
2019-03-11 12:00:03,429550,429550,426838,426838,1046.42,1256.85
2019-03-11 13:00:03,426838,428400,426298,428400,944.392,626.666
2019-03-11 14:00:03,428400,428400,427000,428320,760.203,609.079
2019-03-11 15:00:03,428192,428192,426548,426908,668.287,3121.62
2019-03-11 16:00:03,426908,428047,426908,428030,1434.02,2565.09
2019-03-11 17:00:03,428030,428860,428030,428740,1835.21,1621.84
2019-03-11 18:00:03,428740,428742,427788,428042,1928.02,1117
2019-03-11 19:00:03,428042,428374,427590,427590,1072.31,796.69
2019-03-11 20:00:03,427590,427958,427504,427958,3074.18,87.0347
2019-03-11 21:00:03,427958,428742,427958,428708,411.45,265.392
2019-03-11 22:00:03,428708,430002,428708,429412,1295.49,675.203
2019-03-11 23:00:03,429412,429412,429010,429010,358.008,2481.93
2019-03-12 00:00:03,429010,429196,426924,427000,692.839,2785.5
2019-03-12 01:00:03,427000,427663,426000,426766,355.907,2660.44
2019-03-12 02:00:03,426766,426766,424300,424638,572.524,734.458
2019-03-12 03:00:03,424638,425522,424220,424518,1165.24,635.116
2019-03-12 04:00:03,424518,425634,423817,425600,1530.1,412.575
2019-03-12 05:00:03,425600,426250,425328,425328,1033.93,567.487
2019-03-12 06:00:03,425328,426190,425328,426100,2326.79,533.38
2019-03-12 07:00:03,426100,426498,426100,426190,2156.41,237.762
2019-03-12 08:00:03,426196,429768,426196,429642,2457.13,646.94
2019-03-12 09:00:03,429642,430608,429642,430000,2539.09,1402
2019-03-12 10:00:03,430000,431592,430000,430786,1885.32,568.01
2019-03-12 11:00:03,430786,430786,429682,429682,786.57,1041.61
2019-03-12 12:00:03,429682,430616,429682,430276,1892.82,700.311
2019-03-12 13:00:03,430276,430784,429682,429682,1808,305.329
2019-03-12 14:00:03,429682,429720,429564,429720,2653.13,293.034
2019-03-12 15:00:03,429720,429960,428648,428648,1562.82,1484.83
2019-03-12 16:00:03,428648,429444,428360,429444,3469.63,585.701
2019-03-12 17:00:03,429444,429814,429444,429556,1488.25,1266.68
2019-03-12 18:00:03,429556,429556,429002,429002,191.643,3219.56
2019-03-12 19:00:03,429002,429002,428900,428914,481.73,2213.68
2019-03-12 20:00:03,428972,430248,428972,430248,1706.99,172.518
2019-03-12 21:00:03,430248,430348,429832,430000,1073.7,603.754
2019-03-12 22:00:03,430000,430330,430000,430330,1849.46,302.112
2019-03-12 23:00:03,430330,430500,429322,429576,1111.28,894.6
2019-03-13 00:00:03,429576,430000,429576,430000,2039.67,607.049
2019-03-13 01:00:03,430000,430000,429490,429608,489.012,2096.94
2019-03-13 02:00:03,429608,429608,429500,429500,379.749,6518.47
2019-03-13 03:00:03,429500,430518,429500,430390,1598.14,1744.64
2019-03-13 04:00:03,430367,430367,429950,429950,575.089,3228.58
2019-03-13 05:00:03,429950,429950,429302,429302,907.605,954.327
2019-03-13 06:00:03,429302,429598,429008,429106,1743.26,812.897
2019-03-13 07:00:03,429106,429692,428850,429692,4697.27,659.705
2019-03-13 08:00:03,429692,429712,429096,429096,2392.7,610.23
2019-03-13 09:00:03,429030,429169,428850,428850,2153.28,1162.29
2019-03-13 10:00:03,428850,428850,427000,427446,574.59,1254.28
2019-03-13 11:00:03,427446,428386,427446,428140,852.767,1170.03
2019-03-13 12:00:03,428140,429730,428138,429730,964.389,2705.18
2019-03-13 13:00:03,429744,430500,429744,429772,1057.95,2012.31
2019-03-13 14:00:03,429772,429772,427770,427816,1773.56,2857.74
2019-03-13 15:00:03,427816,428566,427816,428566,2209.35,2493.01
2019-03-13 16:00:03,428566,428566,428058,428058,536.566,3278
2019-03-13 17:00:03,428058,428988,428046,428610,1015.29,3066.3
2019-03-13 18:00:03,428610,428652,428500,428500,685.214,892.055
2019-03-13 19:00:03,428500,428500,428184,428184,169.338,1153.8
2019-03-13 20:00:03,428184,428496,428000,428496,686.622,1170.93
2019-03-13 21:00:03,428496,428496,427502,427502,206.645,1131.34
2019-03-13 22:00:03,427502,428218,427502,428218,1739.01,587.69
2019-03-13 23:00:03,428218,428500,428218,428500,1337.03,675.379
2019-03-14 00:00:03,428500,428836,428310,428836,1319.51,1249.29
2019-03-14 01:00:03,428888,429816,428597,429022,1341.76,987.013
2019-03-14 02:00:03,429022,429948,429022,429160,1222.12,1093.24
2019-03-14 03:00:03,429160,429160,429000,429000,949.854,2189.18
2019-03-14 04:00:03,429002,429438,429002,429160,1240.67,883.268
2019-03-14 05:00:03,429160,429736,428998,429004,272.852,1072.6
2019-03-14 06:00:03,429004,429004,428234,428490,1238.67,1849.43
2019-03-14 07:00:03,428490,428850,428490,428500,802.759,2886.4
2019-03-14 08:00:03,428500,429710,428500,429710,1870.3,675.144
2019-03-14 09:00:03,429710,429710,429352,429566,1193.41,510.135
2019-03-14 10:00:03,429566,429652,429196,429652,1418.12,600.803
2019-03-14 11:00:03,429652,429692,428988,428992,733.418,1254.32
2019-03-14 12:00:03,428992,429800,428250,429438,1141.22,1416.76
2019-03-14 13:00:03,429438,429694,429438,429694,1625.67,721.117
2019-03-14 14:00:03,429694,433998,424770,429419,1925.97,858.013
2019-03-14 15:00:03,429427,431380,429427,430308,3122.13,1029.48
2019-03-14 16:00:03,430822,430824,429950,429950,1867,755.456
2019-03-14 17:00:03,429950,430446,429950,430446,3053.32,608.452
2019-03-14 18:00:03,430446,430742,430078,430078,1510.35,632.119
2019-03-14 19:00:03,430078,430078,430078,430078,3019.3,657.659
2019-03-14 20:00:03,430078,430237,430073,430073,2270.36,253.474
2019-03-14 21:00:03,430037,430037,429816,429998,876.303,259.472
2019-03-14 22:00:03,429998,429998,429998,429998,3081.97,1459.42
2019-03-14 23:00:03,429998,430628,429998,430628,3279.36,112.198
2019-03-15 00:00:03,430628,431506,430628,431506,3815.27,464.676
2019-03-15 01:00:03,431506,432448,431506,431916,2177.05,2169.1
2019-03-15 02:00:03,431916,431916,431432,431432,3127.79,3484.23
2019-03-15 03:00:03,431432,431432,430542,430958,1959.57,1998.98
2019-03-15 04:00:03,430958,430958,430802,430918,2096.36,2270.65
2019-03-15 05:00:03,430918,431332,430918,431300,2851.71,1578.95
2019-03-15 06:00:03,431300,431432,430922,430922,2373.08,1990.9
2019-03-15 07:00:03,430989,431000,430510,430714,1091.15,2343.53
2019-03-15 08:00:03,430714,430762,430714,430762,1800.1,1336.73
2019-03-15 09:00:03,430762,431432,430562,431432,2127.14,1226.8
2019-03-15 10:00:03,431432,432732,431308,432194,2159.67,2598.93
2019-03-15 11:00:03,432194,433702,431928,433598,2877.02,720.16
2019-03-15 12:00:03,433598,434200,432570,433000,3065,911.412
2019-03-15 13:00:03,433000,433863,432838,432838,2497.88,1592.41
2019-03-15 14:00:03,432838,433058,432698,433058,2172.59,1015.96
2019-03-15 15:00:03,433058,435370,433058,435086,3120.48,679.516
2019-03-15 16:00:03,435086,435086,433376,433904,1178,1009.8
2019-03-15 17:00:03,433904,434580,433866,434580,1551.15,629.476
2019-03-15 18:00:03,434580,434580,433916,434148,662.062,1311.46
2019-03-15 19:00:03,434148,434768,434148,434548,1454.47,613.829
2019-03-15 20:00:03,434548,434642,434124,434124,1243.66,798.385
2019-03-15 21:00:03,434124,434124,433000,433168,786.801,267.704
2019-03-15 22:00:03,433168,434264,433168,433502,762.16,980.14
2019-03-15 23:00:03,433502,434260,433502,434020,1811.61,710.665
2019-03-16 00:00:03,434020,435602,434020,435342,971.441,704.785
2019-03-16 01:00:03,435342,437799,435342,437595,2066.21,750.615
2019-03-16 02:00:03,437634,437634,436900,436900,1737.03,1443.27
2019-03-16 03:00:03,436900,440400,436900,440000,2047.9,1490.56
2019-03-16 04:00:03,440000,446990,438822,446178,1239.85,1122.24
2019-03-16 05:00:03,446178,448204,443586,444482,884.561,1520.59
2019-03-16 06:00:03,444482,444562,443391,444562,1650.13,935.604
2019-03-16 07:00:03,444562,444766,444182,444560,1191.58,498.065
2019-03-16 08:00:03,444560,444560,442802,444092,1467.21,2784.59
2019-03-16 09:00:03,444092,445000,444092,445000,3564.39,233.728
2019-03-16 10:00:03,445184,446204,445184,445400,1255.33,1181.77
2019-03-16 11:00:03,445400,445402,444806,445314,1336.91,1529.5
2019-03-16 12:00:03,445314,445314,441024,441808,1224.97,1195.73
2019-03-16 13:00:03,441806,442888,441806,442350,1790.82,543.901
2019-03-16 14:00:03,442350,443848,442350,443608,2123.91,696.315
2019-03-16 15:00:03,443608,443608,442234,442262,675.763,779.252
2019-03-16 16:00:03,442262,443690,442260,443282,1269.23,1985.45
2019-03-16 17:00:03,443274,443274,443000,443000,1658.33,1686.45
2019-03-16 18:00:03,443000,443000,442492,442492,1455.79,812.701
2019-03-16 19:00:03,442492,442492,442000,442000,1622.45,1019.59
2019-03-16 20:00:03,442000,442072,441808,442072,1306.82,1182
2019-03-16 21:00:03,442072,442918,442072,442918,869.636,27.5315
2019-03-16 22:00:03,442918,443300,442918,443230,965.217,597.852
2019-03-16 23:00:03,443230,443682,443230,443682,1938.24,372.472
2019-03-17 00:00:03,443682,443854,440598,441852,1293.98,630.522
2019-03-17 01:00:03,441852,441852,441608,441732,1229.01,682.917
2019-03-17 02:00:03,441732,441732,438690,440000,856.261,1078.55
2019-03-17 03:00:03,440000,440400,439584,440042,1283.13,524.304
2019-03-17 04:00:03,440042,440070,439000,439564,925.382,1806.87
2019-03-17 05:00:03,439564,439564,439000,439528,802.781,2947.79
2019-03-17 06:00:03,439528,440000,439528,440000,2876.74,831.88
2019-03-17 07:00:03,440000,440000,440000,440000,1888.26,1178.47
2019-03-17 08:00:03,440000,440730,439980,440178,1209,1792.87
2019-03-17 09:00:03,440179,440350,439700,439700,721.787,998.727
2019-03-17 10:00:03,439700,441338,439700,441324,1742.47,560.076
2019-03-17 11:00:03,441324,441868,441324,441868,1607.94,1018.42
2019-03-17 12:00:03,441806,441806,440144,440772,332.115,2383.87
2019-03-17 13:00:03,440772,441518,440772,441518,2385.16,1280.92
2019-03-17 14:00:03,441518,442826,441488,442090,2323.53,789.991
2019-03-17 15:00:03,442090,442626,441478,441910,2406.78,1038.15
2019-03-17 16:00:03,441910,442162,441000,441332,3040.91,723.516
2019-03-17 17:00:03,441332,441332,441332,441332,3096.42,1437.94
2019-03-17 18:00:03,441332,441552,441332,441552,3307.23,925.552
2019-03-17 19:00:03,441552,442000,441552,442000,3478.04,84.2682
2019-03-17 20:00:03,442000,442346,442000,442252,1979.83,900.172
2019-03-17 21:00:03,442252,442526,442252,442432,1366.67,216.324
2019-03-17 22:00:03,442432,442786,441720,441866,1416.23,654.76
2019-03-17 23:00:03,441866,441866,441474,441546,2316.24,695.677
2019-03-18 00:00:03,441546,443600,441296,443600,1744.45,979.37
2019-03-18 01:00:03,443600,446860,443600,445198,940.834,1687.29
