Timestamp,Close,High,Low,Open,Volume
1514764800,13369.40498774,13799.99999984,13210.99999982,13799.99999984,13287941.068822
1514779200,13621.87701406,13891.99999996,13229.86326373,13350.00990055,11051536.940542
1514793600,13233.20361876,13760.00000008,13036.92815333,13619.99999987,11246601.817817
1514808000,13217.0,13300.0,12800.0,13245.00239662,15352251.783995
1514822400,13220.90766079,13274.06313447,12950.85575403,13216.99999984,12067639.48977
1514836800,13351.7394064,13630.00000003,13208.67000001,13259.07182761,15827091.977773
1514851200,13335.44332961,13923.8701209,13214.70198015,13400.71449717,14468733.177299
1514865600,13350.7,13384.99999996,12875.0,13335.4433296,11377457.272668
1514880000,13524.80958873,13700.33815717,13325.19877047,13350.7,11037593.137177
1514894400,13735.5795016,13998.00000014,13489.32978823,13524.80958867,15099840.743015
1514908800,14831.65720003,15325.0,13609.84896185,13735.5795016,36480123.903425
1514923200,14738.00000001,15249.39470132,14000.67705648,14820.00000045,20760326.463957
1514937600,14820.26932,15280.0,14617.85128976,14731.20000023,17539190.623117
1514952000,15249.12694704,15440.725015,14820.0,14820.26932,11911172.766575
1514966400,14869.99999841,15300.56347375,14476.14012492,15274.563474,22223038.517886
1514980800,15076.29546095,15128.87968334,14534.79675245,14869.99999841,19944641.967584
1514995200,14761.28755651,15217.97710163,14716.95299221,15076.29546095,18235765.438801
1515009600,15150.0,15150.0,14716.95299222,14761.28755651,16182574.200721
1515024000,15091.53818126,15400.00000004,14924.01639412,15150.0,19302541.54892
1515038400,14771.1500003,15078.5394849,14700.99999997,15070.36909735,13370817.753376
1515052800,14531.1042005,14848.73315724,14083.91135919,14802.7454899,23497035.438022
1515067200,14449.14448982,14655.0,14172.69397638,14539.99999978,15034740.981686
1515081600,14990.57200279,15064.37,14350.00000002,14479.99999996,18652850.16466
1515096000,15167.62803252,15217.39,14633.18949809,14989.99999993,21327484.143722
1515110400,14947.13999999,15183.99999988,14772.4649684,15167.62803252,14491505.808247
1515124800,14948.99999555,15066.04335202,14779.56374999,14947.14,9598285.2733634
1515139200,16102.82321222,16270.86533577,14902.23188025,14948.99999555,34855045.205758
1515153600,16039.99999999,16164.99999999,15757.05693544,16104.99999999,18879676.973915
1515168000,16444.99999996,16755.70802568,16036.8317601,16039.99999999,27343340.086535
1515182400,16924.0,17108.0,16276.42806814,16445.0,21904082.459227
1515196800,16580.97069499,17105.53248844,16511.555,16923.99999996,19100470.536767
1515211200,16513.24644196,16700.0,16372.00177263,16555.00000011,11083542.829545
1515225600,16535.00000003,16731.39873926,16325.00000031,16509.01999986,11356048.202295
1515240000,16622.00427849,16690.87799992,16200.0,16544.62853975,12297460.896179
1515254400,16746.92362323,17019.99999999,16534.15120071,16619.68499989,11712616.634641
1515268800,17158.72758957,17257.08719135,16700.0,16758.92362392,10575087.228552
1515283200,16744.18719317,17177.44769997,16625.0,17158.7275,10859036.225331
1515297600,16716.2126002,16796.0029971,16390.0,16744.18719313,10454523.222423
1515312000,16606.00000003,16917.71506623,16600.0,16752.36799984,7517958.0298168
1515326400,16480.53542395,16641.99999996,16300.0,16626.99999981,10926677.974317
1515340800,16102.00000001,16480.58841125,15683.8615253,16477.88437275,22554029.475586
1515355200,16174.43357169,16490.0,15900.0,16139.99999989,10623322.178229
1515369600,15591.21251879,16277.49999996,15510.0,16170.7066618,13892046.306713
1515384000,15904.99999974,15956.84476314,15510.99999896,15639.99999906,8030296.7897409
1515398400,15498.99999988,15909.99999983,15119.0,15880.00000004,17926636.464966
1515412800,14451.00000004,15550.00000043,13268.188,15498.99999988,56510381.299093
1515427200,15092.94012919,15108.06163472,14400.00000001,14475.49740475,19105547.232936
